MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS 
2001,AUDI,A6 QUATTRO,MID-SIZE,4.2,8,A5,Z,13.8,8.7,20,32,2300,264
2001,AUDI,A8 L,FULL-SIZE,4.2,8,A5,Z,13.8,8.7,20,32,2300,264
2001,AUDI,A8 QUATTRO,FULL-SIZE,4.2,8,A5,Z,13.8,8.7,20,32,2300,264
2001,AUDI,ALLROAD,SUV,2.7,6,A5,Z,15.4,10.5,18,27,2640,304
2001,AUDI,ALLROAD,SUV,2.7,6,M6,Z,14.8,10.4,19,27,2560,294
2001,AUDI,S4 QUATTRO,COMPACT,2.7,6,A5,Z,13.6,8.9,21,32,2300,264
2001,AUDI,S4 QUATTRO,COMPACT,2.7,6,M6,Z,13.6,9.1,21,31,2320,267
2001,AUDI,S8 QUATTRO #,MID-SIZE,4.2,8,A5,Z,16.0,10.1,18,28,2660,306
2001,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,M5,Z,11.6,7.6,24,37,1960,225
2001,AUDI,TT COUPE QUATTRO #,MINICOMPACT,1.8,4,M6,Z,11.6,7.7,24,37,1960,225
2001,AUDI,TT ROADSTER,TWO-SEATER,1.8,4,M5,Z,10.9,7.3,26,39,1860,214
2001,AUDI,TT ROADSTER QUATTRO #,TWO-SEATER,1.8,4,M6,Z,11.6,7.7,24,37,1960,225
2001,BMW,320i,COMPACT,2.2,6,A5,Z,11.6,7.4,24,38,1940,223
2001,BMW,320i,COMPACT,2.2,6,M5,Z,11.3,7.2,25,39,1900,218
2001,BMW,325Ci,SUBCOMPACT,2.5,6,A5,Z,11.8,7.9,24,36,2000,230
2001,BMW,325Ci,SUBCOMPACT,2.5,6,M5,Z,11.5,7.3,25,39,1920,221
2001,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,A5,Z,12.2,8.2,23,34,2080,239
2001,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,M5,Z,12.4,8.0,23,35,2080,239
2001,BMW,325i,COMPACT,2.5,6,A5,Z,11.8,7.9,24,36,2000,230
2001,BMW,325i,COMPACT,2.5,6,M5,Z,11.5,7.3,25,39,1920,221
2001,BMW,325xi,COMPACT,2.5,6,A5,Z,12.0,8.4,24,34,2080,239
2001,BMW,325xi,COMPACT,2.5,6,M5,Z,12.1,8.0,23,35,2060,237
2001,BMW,330Ci,SUBCOMPACT,3.0,6,A5,Z,11.6,7.7,24,37,1960,225
2001,BMW,330Ci,SUBCOMPACT,3.0,6,M5,Z,11.3,7.3,25,39,1900,218
2001,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,A5,Z,12.6,8.3,22,34,2140,246
2001,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,M5,Z,12.9,8.7,22,32,2200,253
2001,BMW,330i,COMPACT,3.0,6,A5,Z,11.6,7.7,24,37,1960,225
2001,BMW,330i,COMPACT,3.0,6,M5,Z,11.3,7.3,25,39,1900,218
2001,BMW,330xi,COMPACT,3.0,6,A5,Z,13.0,8.6,22,33,2200,253
2001,BMW,330xi,COMPACT,3.0,6,M5,Z,11.9,7.9,24,36,2020,232
2001,BMW,525i,COMPACT,2.5,6,A5,Z,11.8,7.9,24,36,2000,230
2001,BMW,525i,COMPACT,2.5,6,M5,Z,11.5,7.3,25,39,1920,221
2001,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,A5,Z,12.2,8.2,23,34,2080,239
2001,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,M5,Z,12.4,8.0,23,35,2080,239
2001,BMW,530i,COMPACT,3.0,6,A5,Z,12.6,8.3,22,34,2140,246
2001,BMW,530i,COMPACT,3.0,6,M5,Z,11.3,7.3,25,39,1900,218
2001,BMW,540i,COMPACT,4.4,8,A5,Z,13.1,8.8,22,32,2240,258
2001,BMW,540i,COMPACT,4.4,8,M6,Z,14.7,9.1,19,31,2440,281
2001,BMW,540i SPORT WAGON,STATION WAGON - SMALL,4.4,8,A5,Z,13.9,10.1,20,28,2440,281
2001,BMW,740i,MID-SIZE,4.4,8,A5,Z,13.8,9.2,20,31,2340,269
2001,BMW,740iL,FULL-SIZE,4.4,8,A5,Z,13.8,9.2,20,31,2340,269
2001,BMW,750iL,FULL-SIZE,5.4,12,A5,Z,17.3,10.8,16,26,2880,331
2001,BMW,M COUPE,TWO-SEATER,3.2,6,M5,Z,13.6,8.8,21,32,2280,262
2001,BMW,M ROADSTER,TWO-SEATER,3.2,6,M5,Z,13.6,8.8,21,32,2280,262
2001,BMW,M3,SUBCOMPACT,3.2,6,M6,Z,14.5,9.0,19,31,2400,276
2001,BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,M6,Z,14.9,9.4,19,30,2480,285
2001,BMW,M5,COMPACT,4.9,8,M6,Z,17.5,10.5,16,27,2880,331
2001,BMW,X5,SUV,3.0,6,A5,Z,14.7,10.8,19,26,2580,297
2001,BMW,X5,SUV,3.0,6,M5,Z,15.6,10.6,18,27,2680,308
2001,BMW,X5,SUV,4.4,8,A5,Z,16.4,11.9,17,24,2880,331
2001,BMW,Z3,TWO-SEATER,2.5,6,A4,Z,11.8,8.1,24,35,2020,232
2001,BMW,Z3,TWO-SEATER,2.5,6,M5,Z,11.8,7.9,24,36,2000,230
2001,BMW,Z3,TWO-SEATER,3.0,6,A5,Z,12.0,8.3,24,34,2060,237
2001,BMW,Z3,TWO-SEATER,3.0,6,M5,Z,11.2,7.6,25,37,1920,221
2001,BMW,Z8,TWO-SEATER,4.9,8,M6,Z,17.5,10.5,16,27,2880,331
2001,BUICK,CENTURY,MID-SIZE,3.1,6,A4,X,11.5,7.6,25,37,1940,223
2001,BUICK,LESABRE,FULL-SIZE,3.8,6,A4,X,12.3,7.3,23,39,2000,230
2001,BUICK,PARK AVENUE,FULL-SIZE,3.8,6,A4,X,12.3,7.3,23,39,2000,230
2001,BUICK,PARK AVENUE #,FULL-SIZE,3.8,6,A4,Z,12.9,7.7,22,37,2120,244
2001,BUICK,REGAL,MID-SIZE,3.8,6,A4,X,12.7,7.4,22,38,2060,237
2001,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,12.9,7.7,22,37,2120,244
2001,CADILLAC,CATERA,MID-SIZE,3.0,6,A4,Z,13.8,9.2,20,31,2340,269
2001,CADILLAC,DEVILLE,FULL-SIZE,4.6,8,A4,Z,14.0,7.9,20,36,2260,260
2001,CADILLAC,ELDORADO,MID-SIZE,4.6,8,A4,Z,14.0,7.9,20,36,2260,260
2001,CADILLAC,SEVILLE,MID-SIZE,4.6,8,A4,Z,14.0,7.9,20,36,2260,260
2001,CHEVROLET,ASTRO CARGO,VAN - CARGO,4.3,6,A4,X,13.8,9.7,20,29,2400,276
2001,CHEVROLET,ASTRO CARGO AWD,VAN - CARGO,4.3,6,A4,X,15.5,10.9,18,26,2680,308
2001,CHEVROLET,ASTRO PASSENGER,VAN - PASSENGER,4.3,6,A4,X,14.3,10.0,20,28,2480,285
2001,CHEVROLET,ASTRO PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,16.1,11.8,18,24,2840,327
2001,CHEVROLET,BLAZER,SUV,4.3,6,A4,X,13.8,9.7,20,29,2400,276
2001,CHEVROLET,BLAZER,SUV,4.3,6,M5,X,15.3,10.4,18,27,2620,301
2001,CHEVROLET,BLAZER 4X4,SUV,4.3,6,A4,X,15.5,10.9,18,26,2680,308
2001,CHEVROLET,BLAZER 4X4,SUV,4.3,6,M5,X,16.9,12.4,17,23,2980,343
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,14.3,10.0,20,28,2480,285
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,M5,X,15.4,10.7,18,26,2660,306
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.3,10.9,18,26,2660,306
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,M5,X,16.8,10.9,17,26,2820,324
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.8,11.8,18,24,2800,322
2001,CHEVROLET,C1500 SUBURBAN,SUV,5.3,8,A4,X,16.9,12.7,17,22,3000,345
2001,CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,15.8,11.0,18,26,2720,313
2001,CHEVROLET,C1500 TAHOE,SUV,5.3,8,A4,X,16.9,12.7,17,22,3000,345
2001,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,A4,X,12.2,7.1,23,40,1980,228
2001,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,M5,X,12.3,7.0,23,40,1980,228
2001,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8,A4,Z,13.1,8.7,22,32,2220,255
2001,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8,M6,Z,12.4,8.0,23,35,2080,239
2001,CHEVROLET,CAVALIER,COMPACT,2.2,4,A4,X,10.3,7.1,27,40,1780,205
2001,CHEVROLET,CAVALIER,COMPACT,2.2,4,M5,X,10.8,6.8,26,42,1800,207
2001,CHEVROLET,CAVALIER,COMPACT,2.4,4,A4,X,11.4,7.6,25,37,1940,223
2001,CHEVROLET,CAVALIER,COMPACT,2.4,4,M5,X,11.2,6.9,25,41,1860,214
2001,CHEVROLET,CAVALIER BI-FUEL,COMPACT,2.2,4,A4,X,10.3,7.1,27,40,1780,205
2001,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,A4,Z,13.1,8.6,22,33,2220,255
2001,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,M6,Z,12.4,7.9,23,36,2080,239
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,4.3,6,A4,X,15.9,11.9,18,24,2820,324
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.0,8,A4,X,16.9,12.5,17,23,2980,343
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.7,8,A4,X,17.4,12.7,16,22,3060,352
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,4.3,6,A4,X,16.5,12.2,17,23,2920,336
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.0,8,A4,X,16.9,12.5,17,23,2980,343
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.7,8,A4,X,18.0,12.8,16,22,3140,361
2001,CHEVROLET,IMPALA,FULL-SIZE,3.4,6,A4,X,11.0,6.7,26,42,1820,209
2001,CHEVROLET,IMPALA,FULL-SIZE,3.8,6,A4,X,12.7,7.4,22,38,2060,237
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.5,10.9,18,26,2680,308
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.9,12.4,17,23,2980,343
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.4,11.6,18,24,2740,315
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.4,12.6,15,22,3160,363
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,12.4,17,23,2900,334
2001,CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,17.3,13.2,16,21,3100,356
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,4.8,8,A4,X,15.4,11.6,18,24,2740,315
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,17.1,12.8,17,22,3040,350
2001,CHEVROLET,MALIBU,MID-SIZE,3.1,6,A4,X,11.5,7.6,25,37,1940,223
2001,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,11.0,6.7,26,42,1820,209
2001,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6,A4,X,12.7,7.4,22,38,2060,237
2001,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,A4,X,13.8,9.7,20,29,2400,276
2001,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,M5,X,15.3,10.4,18,27,2620,301
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.4,12.4,17,23,2920,336
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.8,12.2,17,23,2940,338
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,A4,X,12.6,8.5,22,33,2160,248
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,A4,E,17.7,12.2,16,23,3040,243
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,M5,X,11.5,7.8,25,36,1960,225
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,M5,E,15.6,11.0,18,26,2700,216
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,1.6,4,M5,X,9.2,7.6,31,37,1700,196
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4,A4,X,10.3,8.4,27,34,1880,216
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4,M5,X,10.5,8.4,27,34,1920,221
2001,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,A4,X,10.3,8.3,27,34,1880,216
2001,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,M5,X,10.5,8.4,27,34,1920,221
2001,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,12.3,8.3,23,34,2100,242
2001,CHRYSLER,300M,FULL-SIZE,3.5,6,AS4,X,13.1,8.4,22,34,2200,253
2001,CHRYSLER,CONCORDE,FULL-SIZE,2.7,6,A4,X,11.9,7.8,24,36,2020,232
2001,CHRYSLER,CONCORDE,FULL-SIZE,3.2,6,A4,X,12.6,8.0,22,35,2100,242
2001,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,11.9,7.8,24,36,2020,232
2001,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,AS4,X,11.8,7.6,24,37,1980,228
2001,CHRYSLER,INTREPID,FULL-SIZE,3.2,6,AS4,X,12.6,8.0,22,35,2100,242
2001,CHRYSLER,INTREPID,FULL-SIZE,3.5,6,AS4,X,13.1,8.4,22,34,2200,253
2001,CHRYSLER,LHS,FULL-SIZE,3.5,6,A4,X,13.1,8.3,22,34,2180,251
2001,CHRYSLER,NEON,COMPACT,2.0,4,A3,X,9.9,7.0,29,40,1720,198
2001,CHRYSLER,NEON,COMPACT,2.0,4,M5,X,8.6,6.5,33,43,1540,177
2001,CHRYSLER,NEON R/T #,COMPACT,2.0,4,M5,X,9.2,6.7,31,42,1620,186
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,A4,X,11.9,8.6,24,33,2080,239
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,11.7,8.3,24,34,2040,235
2001,CHRYSLER,SEBRING,MID-SIZE,2.4,4,A4,X,11.7,7.0,24,40,1920,221
2001,CHRYSLER,SEBRING,MID-SIZE,2.7,6,A4,X,11.9,7.8,24,36,2020,232
2001,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,11.8,7.6,24,37,1980,228
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,A4,X,11.9,7.8,24,36,2020,232
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,11.8,7.6,24,37,1980,228
2001,CHRYSLER,SEBRING COUPE,COMPACT,2.4,4,A4,X,11.5,7.9,25,36,1980,228
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,A4,X,12.3,8.0,23,35,2080,239
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,AS4,X,12.3,8.1,23,35,2080,239
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,M5,X,11.6,7.7,24,37,1960,225
2001,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.3,6,A4,X,13.3,9.0,21,31,2280,262
2001,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,13.7,9.2,21,31,2340,269
2001,CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,A4,X,14.0,9.6,20,29,2400,276
2001,DAEWOO,LANOS,COMPACT,1.5,4,A4,X,9.9,5.9,29,48,1620,186
2001,DAEWOO,LANOS,COMPACT,1.5,4,M5,X,9.0,5.9,31,48,1520,175
2001,DAEWOO,LANOS,COMPACT,1.6,4,A4,X,10.2,6.4,28,44,1700,196
2001,DAEWOO,LANOS,COMPACT,1.6,4,M5,X,9.1,6.0,31,47,1540,177
2001,DAEWOO,LEGANZA,MID-SIZE,2.2,4,A4,X,11.9,7.8,24,36,2020,232
2001,DAEWOO,LEGANZA,MID-SIZE,2.2,4,M5,X,11.6,7.4,24,38,1940,223
2001,DAEWOO,NUBIRA,COMPACT,2.0,4,A4,X,10.6,7.1,27,40,1800,207
2001,DAEWOO,NUBIRA,COMPACT,2.0,4,M5,X,10.5,6.9,27,41,1780,205
2001,DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,A4,X,10.6,7.1,27,40,1800,207
2001,DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,10.5,6.9,27,41,1780,205
2001,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,13.3,9.0,21,31,2280,262
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,A4,X,15.1,10.7,19,26,2620,301
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,M5,X,15.9,10.1,18,28,2660,306
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.2,10.2,17,28,2700,310
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,16.6,11.1,17,25,2820,324
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,M5,X,16.1,10.6,18,27,2720,313
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,5.9,8,A4,X,18.8,12.6,15,22,3200,368
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,A4,X,16.3,11.9,17,24,2860,329
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.3,10.9,17,26,2780,320
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.7,11.9,16,24,3020,347
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,16.8,11.6,17,24,2900,334
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.6,12.8,14,22,3300,380
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.9,12.8,14,22,3340,384
2001,DODGE,DURANGO 4X4,SUV,4.7,8,A4,X,18.3,12.2,15,23,3120,359
2001,DODGE,DURANGO 4X4,SUV,5.9,8,A4,X,19.6,12.8,14,22,3300,380
2001,DODGE,DURANGO 5.9 R/T 4X4 #,SUV,5.9,8,A4,Z,19.6,12.8,14,22,3300,380
2001,DODGE,GRAND CARAVAN,MINIVAN,3.3,6,A4,X,13.3,9.0,21,31,2280,262
2001,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,A4,X,13.7,9.2,21,31,2340,269
2001,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,AS4,X,13.7,9.1,21,31,2320,267
2001,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,A4,X,14.0,9.6,20,29,2400,276
2001,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,AS4,X,14.2,9.5,20,30,2420,278
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,A4,X,15.3,10.8,18,26,2660,306
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,A4,X,15.2,11.0,19,26,2660,306
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.4,10.5,17,27,2740,315
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,M5,X,15.9,10.4,18,27,2680,308
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,A4,X,18.2,11.9,16,24,3080,354
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,A4,X,18.1,11.7,16,24,3040,350
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,M5,X,18.3,11.4,15,25,3040,350
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.4,12.5,15,23,3260,375
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.4,11.9,15,24,3200,368
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,A4,X,19.6,13.3,14,21,3360,386
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,M5,X,20.1,13.1,14,22,3400,391
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.6,12.5,14,23,3280,377
2001,DODGE,RAM 1500 VAN,VAN - CARGO,3.9,6,A3,X,16.0,13.1,18,22,2940,338
2001,DODGE,RAM 1500 VAN,VAN - CARGO,5.2,8,A4,X,18.1,11.8,16,24,3060,352
2001,DODGE,RAM 1500 VAN,VAN - CARGO,5.9,8,A4,X,19.5,12.5,14,23,3280,377
2001,DODGE,RAM 1500 WAGON,VAN - PASSENGER,3.9,6,A3,X,17.1,13.2,17,21,3060,352
2001,DODGE,RAM 1500 WAGON,VAN - PASSENGER,5.2,8,A4,X,18.1,11.8,16,24,3060,352
2001,DODGE,RAM 2500 VAN,VAN - CARGO,3.9,6,A3,X,17.1,13.2,17,21,3060,352
2001,DODGE,RAM 2500 VAN,VAN - CARGO,5.2,8,A4,X,18.1,11.8,16,24,3060,352
2001,DODGE,RAM 2500 VAN,VAN - CARGO,5.9,8,A4,X,19.5,12.5,14,23,3280,377
2001,DODGE,RAM 2500 VAN CNG,VAN - CARGO,5.2,8,A4,N,18.9,14.0,15,20,3340,316
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8,A4,X,19.4,13.5,15,21,3340,384
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.9,8,A4,X,19.6,12.4,14,23,3280,377
2001,DODGE,RAM 2500 WAGON CNG,VAN - PASSENGER,5.2,8,A4,N,19.4,13.8,15,20,3380,319
2001,DODGE,VIPER GTS,TWO-SEATER,8.0,10,M6,Z,20.9,10.5,14,27,3240,373
2001,DODGE,VIPER RT/10,TWO-SEATER,8.0,10,M6,Z,20.9,10.5,14,27,3240,373
2001,FORD,COUGAR,COMPACT,2.5,6,A4,X,11.8,7.5,24,38,1980,228
2001,FORD,COUGAR,COMPACT,2.5,6,M5,X,11.4,7.2,25,39,1900,218
2001,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,13.3,8.6,21,33,2240,258
2001,FORD,CROWN VICTORIA NGV,FULL-SIZE,4.6,8,A4,N,15.6,9.4,18,30,2560,242
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.2,6,A4,X,16.2,11.1,17,25,2780,320
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,16.3,11.0,17,26,2780,320
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,A4,X,18.3,12.8,15,22,3160,363
2001,FORD,E150 VAN,VAN - CARGO,4.2,6,A4,X,16.2,11.1,17,25,2780,320
2001,FORD,E150 VAN,VAN - CARGO,4.6,8,A4,X,15.0,10.5,19,27,2600,299
2001,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,16.1,11.3,18,25,2780,320
2001,FORD,E250 VAN,VAN - CARGO,4.2,6,A4,X,16.2,11.1,17,25,2780,320
2001,FORD,E250 VAN,VAN - CARGO,5.4,8,A4,X,18.9,13.8,15,20,3320,382
2001,FORD,E250 VAN NGV,VAN - CARGO,5.4,8,A4,N,20.1,14.9,14,19,3560,336
2001,FORD,ESCAPE,SUV,2.0,4,M5,X,10.0,7.7,28,37,1800,207
2001,FORD,ESCAPE,SUV,3.0,6,A4,X,13.1,8.9,22,32,2240,258
2001,FORD,ESCAPE 4X4,SUV,2.0,4,M5,X,10.6,8.3,27,34,1920,221
2001,FORD,ESCAPE 4X4,SUV,3.0,6,A4,X,13.4,9.2,21,31,2300,264
2001,FORD,EX SPORT 4X4,SUV,4.0,6,A5,X,15.7,11.2,18,25,2740,315
2001,FORD,EX SPORT TRAC,PICKUP TRUCK - STANDARD,4.0,6,A5,X,15.0,10.6,19,27,2600,299
