MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS 
2007,CADILLAC,CTS,MID-SIZE,2.8,6,AS5,X,13.1,8.1,22,35,2160,248
2007,CADILLAC,CTS,MID-SIZE,2.8,6,M6,X,13.6,8,21,35,2220,255
2007,CADILLAC,CTS,MID-SIZE,3.6,6,AS5,X,13.4,7.9,21,36,2180,251
2007,CADILLAC,CTS,MID-SIZE,3.6,6,M6,X,14.1,8.2,20,34,2280,262
2007,CADILLAC,CTS,MID-SIZE,6,8,M6,Z,15.3,9.2,18,31,2500,288
2007,CADILLAC,DTS,FULL-SIZE,4.6,8,A4,Z,13.8,8.8,20,32,2300,264
2007,CADILLAC,ESCALADE AWD,SUV,6.2,8,A6,Z,17.7,10.8,16,26,2920,336
2007,CADILLAC,SRX,SUV,3.6,6,AS5,X,14.3,8.9,20,32,2380,274
2007,CADILLAC,SRX,SUV,4.6,8,AS6,Z,15.8,9.7,18,29,2620,301
2007,CADILLAC,SRX AWD,SUV,3.6,6,AS5,X,14.9,9.4,19,30,2480,285
2007,CADILLAC,SRX AWD,SUV,4.6,8,AS6,Z,16,10,18,28,2660,306
2007,CADILLAC,STS,MID-SIZE,3.6,6,AS5,X,13.4,7.9,21,36,2180,251
2007,CADILLAC,STS,MID-SIZE,4.4,8,AS6,Z,17.4,10.4,16,27,2860,329
2007,CADILLAC,STS,MID-SIZE,4.6,8,AS6,Z,14.1,8.1,20,35,2280,262
2007,CADILLAC,STS AWD,MID-SIZE,3.6,6,AS5,X,13.8,8.7,20,32,2300,264
2007,CADILLAC,STS AWD,MID-SIZE,4.6,8,AS6,Z,15.4,9.4,18,30,2540,292
2007,CADILLAC,XLR,TWO-SEATER,4.4,8,AS6,Z,15.9,9.8,18,29,2640,304
2007,CADILLAC,XLR,TWO-SEATER,4.6,8,AS6,Z,14.1,8.1,20,35,2280,262
2007,CHEVROLET,AVALANCHE,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.7,9.8,19,29,2500,288
2007,CHEVROLET,AVALANCHE,PICKUP TRUCK - STANDARD,6,8,A4,X,16.3,11.4,17,25,2820,324
2007,CHEVROLET,AVALANCHE 4X4,PICKUP TRUCK - STANDARD,6,8,A4,X,16.5,11.7,17,24,2860,329
2007,CHEVROLET,AVALANCHE 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.4,10.4,18,27,2620,301
2007,CHEVROLET,AVALANCHE 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,20.6,14,14,20,3520,282
2007,CHEVROLET,AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15,10.1,19,28,2560,294
2007,CHEVROLET,AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,20.3,13.6,14,21,3440,275
2007,CHEVROLET,AVEO,COMPACT,1.6,4,A4,X,9.1,6.3,31,45,1560,179
2007,CHEVROLET,AVEO,COMPACT,1.6,4,M5,X,8.9,5.9,32,48,1500,172
2007,CHEVROLET,AVEO 5,SUBCOMPACT,1.6,4,A4,X,9.1,6.3,31,45,1560,179
2007,CHEVROLET,AVEO 5,SUBCOMPACT,1.6,4,M5,X,8.9,5.9,32,48,1500,172
2007,CHEVROLET,COBALT,SUBCOMPACT,2.2,4,A4,X,9.6,6.6,29,43,1660,191
2007,CHEVROLET,COBALT,SUBCOMPACT,2.2,4,M5,X,9.2,5.9,31,48,1540,177
2007,CHEVROLET,COBALT,SUBCOMPACT,2.4,4,A4,Z,9.4,6.7,30,42,1640,189
2007,CHEVROLET,COBALT,SUBCOMPACT,2.4,4,M5,Z,9.4,6.3,30,45,1600,184
2007,CHEVROLET,COBALT #,SUBCOMPACT,2,4,M5,Z,10.5,7.1,27,40,1800,207
2007,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,2.9,4,A4,X,13.6,9,21,31,2300,264
2007,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,2.9,4,M5,X,12.4,8.3,23,34,2120,244
2007,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,3.7,5,A4,X,13.6,9.3,21,30,2340,269
2007,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.9,4,A4,X,14.4,9.5,20,30,2440,281
2007,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.9,4,M5,X,13.6,9,21,31,2300,264
2007,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,3.7,5,A4,X,14.4,9.6,20,29,2440,281
2007,CHEVROLET,COLORADO CHASSIS CAB,PICKUP TRUCK - STANDARD,3.7,5,A4,X,15.2,11.1,19,25,2660,306
2007,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,2.9,4,A4,X,13.6,9,21,31,2300,264
2007,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,2.9,4,M5,X,12.4,8.3,23,34,2120,244
2007,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,3.7,5,A4,X,13.6,9.3,21,30,2340,269
2007,CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,3.7,5,A4,X,14.4,9.8,20,29,2480,285
2007,CHEVROLET,CORVETTE,TWO-SEATER,6,8,AS6,Z,13.6,7.8,21,36,2200,253
2007,CHEVROLET,CORVETTE,TWO-SEATER,6,8,M6,Z,13.2,7.6,21,37,2140,246
2007,CHEVROLET,CORVETTE,TWO-SEATER,7,8,M6,Z,14.2,8.2,20,34,2300,264
2007,CHEVROLET,EQUINOX,SUV,3.4,6,A5,X,12.2,8.3,23,34,2080,239
2007,CHEVROLET,EQUINOX AWD,SUV,3.4,6,A5,X,12.6,8.6,22,33,2160,248
2007,CHEVROLET,EXPRESS CARGO,VAN - CARGO,4.3,6,A4,X,16,11.6,18,24,2800,322
2007,CHEVROLET,EXPRESS CARGO,VAN - CARGO,5.3,8,A4,X,14.7,10.4,19,27,2560,294
2007,CHEVROLET,EXPRESS CARGO AWD,VAN - CARGO,5.3,8,A4,X,15.9,11.3,18,25,2780,320
2007,CHEVROLET,EXPRESS CARGO AWD FFV,VAN - CARGO,5.3,8,A4,X,16.1,12,18,24,2860,329
2007,CHEVROLET,EXPRESS CARGO AWD FFV,VAN - CARGO,5.3,8,A4,E,21.4,15.8,13,18,3780,302
2007,CHEVROLET,EXPRESS CARGO CONV,VAN - CARGO,5.3,8,A4,X,16.3,11.7,17,24,2840,327
2007,CHEVROLET,EXPRESS CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,17.2,12.7,16,22,3040,350
2007,CHEVROLET,EXPRESS CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,X,17.3,12.7,16,22,3040,350
2007,CHEVROLET,EXPRESS CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,E,22.8,17.3,12,16,4080,326
2007,CHEVROLET,EXPRESS CARGO CONV FFV,VAN - CARGO,5.3,8,A4,X,16.8,12,17,24,2940,338
2007,CHEVROLET,EXPRESS CARGO CONV FFV,VAN - CARGO,5.3,8,A4,E,22.4,16.3,13,17,3920,314
2007,CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,X,15.2,10.5,19,27,2620,301
2007,CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,E,20.1,13.8,14,20,3460,277
2007,CHEVROLET,EXPRESS PASSENGER,VAN - PASSENGER,5.3,8,A4,X,16.3,11.7,17,24,2840,327
2007,CHEVROLET,EXPRESS PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,17.2,12.7,16,22,3040,350
2007,CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,X,17.3,12.7,16,22,3040,350
2007,CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,E,22.8,17.3,12,16,4080,326
2007,CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,16.8,12,17,24,2940,338
2007,CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,E,22.4,16.3,13,17,3920,314
2007,CHEVROLET,HHR,SUV,2.2,4,A4,X,10.4,7.2,27,39,1800,207
2007,CHEVROLET,HHR,SUV,2.2,4,M5,X,10.4,6.8,27,42,1760,202
2007,CHEVROLET,HHR,SUV,2.4,4,A4,Z,10.1,7.1,28,40,1740,200
2007,CHEVROLET,HHR,SUV,2.4,4,M5,Z,10.4,7,27,40,1780,205
2007,CHEVROLET,HHR PANEL,SUV,2.2,4,A4,X,10.2,7.1,28,40,1760,202
2007,CHEVROLET,HHR PANEL,SUV,2.2,4,M5,X,10.4,6.8,27,42,1760,202
2007,CHEVROLET,HHR PANEL,SUV,2.4,4,A4,Z,10.1,7.1,28,40,1740,200
2007,CHEVROLET,HHR PANEL,SUV,2.4,4,M5,Z,10.4,7.1,27,40,1780,205
2007,CHEVROLET,IMPALA,FULL-SIZE,3.5,6,A4,X,11.5,7.2,25,39,1920,221
2007,CHEVROLET,IMPALA,FULL-SIZE,3.9,6,A4,X,11.9,7.5,24,38,1980,228
2007,CHEVROLET,IMPALA,FULL-SIZE,5.3,8,A4,Z,12.9,8.1,22,35,2160,248
2007,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,X,11.3,7,25,40,1880,216
2007,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,14.8,9.2,19,31,2460,197
2007,CHEVROLET,MALIBU,MID-SIZE,2.2,4,A4,X,9.6,6.3,29,45,1640,189
2007,CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,X,10.9,6.7,26,42,1800,207
2007,CHEVROLET,MALIBU,MID-SIZE,3.9,6,AS4,X,13.1,8.6,22,33,2220,255
2007,CHEVROLET,MALIBU MAXX,FULL-SIZE,3.5,6,A4,X,11.5,7.2,25,39,1920,221
2007,CHEVROLET,MALIBU MAXX,FULL-SIZE,3.9,6,AS4,X,13.6,8.9,21,32,2300,264
2007,CHEVROLET,MONTE CARLO,MID-SIZE,3.5,6,A4,X,10.9,6.7,26,42,1800,207
2007,CHEVROLET,MONTE CARLO,MID-SIZE,5.3,8,A4,Z,12.9,8.1,22,35,2160,248
2007,CHEVROLET,MONTE CARLO FFV,MID-SIZE,3.5,6,A4,X,11,6.9,26,41,1840,212
2007,CHEVROLET,MONTE CARLO FFV,MID-SIZE,3.5,6,A4,E,14.8,9.2,19,31,2460,197
2007,CHEVROLET,OPTRA,COMPACT,2,4,A4,X,11,7.1,26,40,1860,214
2007,CHEVROLET,OPTRA,COMPACT,2,4,M5,X,10.4,7.1,27,40,1800,207
2007,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2,4,A4,X,11,7.1,26,40,1860,214
2007,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2,4,M5,X,10.4,7.1,27,40,1800,207
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,14.1,10.2,20,28,2480,285
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,14.8,10.6,19,27,2580,297
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,9.9,20,29,2460,283
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6,8,A4,X,15.7,11.2,18,25,2740,315
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15,11.3,19,25,2660,306
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.7,11.5,18,25,2760,317
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15,10.6,19,27,2600,299
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,6,8,A4,X,16.3,11.7,17,24,2840,327
2007,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.1,10.8,19,26,2620,301
2007,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,20.3,14.5,14,19,3540,283
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.3,6,A4,X,13.9,10.1,20,28,2440,281
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.3,6,M5,X,14.4,9.5,20,30,2440,281
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.8,8,A4,X,14.3,10.3,20,27,2500,288
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.6,10.4,19,27,2540,292
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,6,8,A4,Z,16.2,11.7,17,24,2840,327
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15,11.4,19,25,2680,308
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,15.4,10.7,18,26,2660,306
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.4,11.5,18,25,2740,315
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.9,11.3,18,25,2780,320
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,6,8,A4,Z,17,12.8,17,22,3020,347
2007,CHEVROLET,SILVERADO CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.9,11.7,18,24,2800,322
2007,CHEVROLET,SILVERADO CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21,15.5,13,18,3720,298
2007,CHEVROLET,SILVERADO CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.1,10.4,19,27,2600,299
2007,CHEVROLET,SILVERADO CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,19.9,13.7,14,21,3420,274
2007,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,10,20,28,2460,283
2007,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,19.3,13.4,15,21,3320,266
2007,CHEVROLET,SILVERADO HYBRID CLASSIC,PICKUP TRUCK - STANDARD,5.3,8,A4,X,13.2,10.4,21,27,2400,276
2007,CHEVROLET,SILVERADO HYBRID CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,11.3,20,25,2600,299
